ID, Date_n, Time_n, Date, Time, Channel_N-S, Amplitude_N-S, Channel_W-E, Amplitude_W-E
366, 20181101, 010210, 01.11.2018, 01:02:10, 0, 0, 2, 235
367, 20181101, 010220, 01.11.2018, 01:02:20, 3, 338, 13, 360
368, 20181101, 010230, 01.11.2018, 01:02:30, 3, 284, 1, 230
369, 20181101, 010240, 01.11.2018, 01:02:40, 0, 0, 0, 0
370, 20181101, 010250, 01.11.2018, 01:02:50, 0, 0, 1, 200
371, 20181101, 010300, 01.11.2018, 01:03:00, 0, 0, 0, 0
372, 20181101, 010310, 01.11.2018, 01:03:10, 0, 0, 12, 343
373, 20181101, 010320, 01.11.2018, 01:03:20, 0, 0, 14, 396
374, 20181101, 010330, 01.11.2018, 01:03:30, 0, 0, 5, 236
375, 20181101, 010340, 01.11.2018, 01:03:40, 0, 0, 0, 0
376, 20181101, 010350, 01.11.2018, 01:03:50, 2, 238, 5, 302
377, 20181101, 010400, 01.11.2018, 01:04:00, 1, 213, 11, 219
378, 20181101, 010410, 01.11.2018, 01:04:10, 2, 214, 8, 216
379, 20181101, 010420, 01.11.2018, 01:04:20, 5, 262, 1, 217
380, 20181101, 010430, 01.11.2018, 01:04:30, 15, 520, 24, 216
381, 20181101, 010440, 01.11.2018, 01:04:40, 0, 0, 14, 201
382, 20181101, 010450, 01.11.2018, 01:04:50, 2, 218, 2, 215
383, 20181101, 010500, 01.11.2018, 01:05:00, 3, 251, 7, 321
384, 20181101, 010510, 01.11.2018, 01:05:10, 1, 217, 4, 214
385, 20181101, 010520, 01.11.2018, 01:05:20, 0, 0, 9, 890
386, 20181101, 010530, 01.11.2018, 01:05:30, 0, 0, 11, 381
387, 20181101, 010540, 01.11.2018, 01:05:40, 8, 202, 11, 354
388, 20181101, 010550, 01.11.2018, 01:05:50, 1, 204, 0, 0
389, 20181101, 010600, 01.11.2018, 01:06:00, 6, 387, 6, 431
390, 20181101, 010610, 01.11.2018, 01:06:10, 4, 269, 4, 252
391, 20181101, 010620, 01.11.2018, 01:06:20, 0, 0, 1, 200
392, 20181101, 010630, 01.11.2018, 01:06:30, 12, 238, 16, 209
393, 20181101, 010640, 01.11.2018, 01:06:40, 0, 0, 0, 0
394, 20181101, 010650, 01.11.2018, 01:06:50, 0, 0, 0, 0
395, 20181101, 010700, 01.11.2018, 01:07:00, 11, 501, 12, 593
396, 20181101, 010710, 01.11.2018, 01:07:10, 0, 0, 11, 221
397, 20181101, 010720, 01.11.2018, 01:07:20, 7, 220, 11, 230
398, 20181101, 010730, 01.11.2018, 01:07:30, 0, 0, 2, 211
399, 20181101, 010740, 01.11.2018, 01:07:40, 0, 0, 0, 0
400, 20181101, 010750, 01.11.2018, 01:07:50, 1, 217, 5, 238
401, 20181101, 010800, 01.11.2018, 01:08:00, 3, 215, 3, 229
402, 20181101, 010810, 01.11.2018, 01:08:10, 3, 237, 4, 206
403, 20181101, 010820, 01.11.2018, 01:08:20, 0, 0, 0, 0
404, 20181101, 010830, 01.11.2018, 01:08:30, 0, 0, 1, 206
405, 20181101, 010840, 01.11.2018, 01:08:40, 0, 0, 2, 231
406, 20181101, 010850, 01.11.2018, 01:08:50, 9, 395, 24, 399
407, 20181101, 010900, 01.11.2018, 01:09:00, 0, 0, 0, 0
408, 20181101, 010910, 01.11.2018, 01:09:10, 3, 271, 5, 278
409, 20181101, 010920, 01.11.2018, 01:09:20, 13, 224, 27, 263
410, 20181101, 010930, 01.11.2018, 01:09:30, 0, 0, 0, 0
411, 20181101, 010940, 01.11.2018, 01:09:40, 4, 299, 21, 287
412, 20181101, 010950, 01.11.2018, 01:09:50, 2, 220, 2, 209
413, 20181101, 011000, 01.11.2018, 01:10:00, 5, 209, 8, 295
414, 20181101, 011010, 01.11.2018, 01:10:10, 3, 230, 2, 219
415, 20181101, 011020, 01.11.2018, 01:10:20, 2, 211, 3, 298
416, 20181101, 011030, 01.11.2018, 01:10:30, 1, 207, 3, 250
417, 20181101, 011040, 01.11.2018, 01:10:40, 2, 205, 2, 223
418, 20181101, 011050, 01.11.2018, 01:10:50, 2, 230, 4, 268
419, 20181101, 011100, 01.11.2018, 01:11:00, 1, 205, 0, 0
420, 20181101, 011110, 01.11.2018, 01:11:10, 5, 368, 6, 201
421, 20181101, 011120, 01.11.2018, 01:11:20, 0, 0, 0, 0
422, 20181101, 011130, 01.11.2018, 01:11:30, 1, 204, 8, 238
423, 20181101, 011140, 01.11.2018, 01:11:40, 0, 0, 2, 221
424, 20181101, 011150, 01.11.2018, 01:11:50, 3, 254, 1, 204
425, 20181101, 011200, 01.11.2018, 01:12:00, 1, 212, 11, 435
426, 20181101, 011210, 01.11.2018, 01:12:10, 0, 0, 0, 0
427, 20181101, 011220, 01.11.2018, 01:12:20, 0, 0, 4, 240
428, 20181101, 011230, 01.11.2018, 01:12:30, 0, 0, 20, 261
429, 20181101, 011240, 01.11.2018, 01:12:40, 6, 218, 13, 266
430, 20181101, 011250, 01.11.2018, 01:12:50, 0, 0, 6, 238
431, 20181101, 011300, 01.11.2018, 01:13:00, 12, 437, 11, 469
432, 20181101, 011310, 01.11.2018, 01:13:10, 0, 0, 0, 0
433, 20181101, 011320, 01.11.2018, 01:13:20, 0, 0, 0, 0
434, 20181101, 011330, 01.11.2018, 01:13:30, 5, 241, 4, 258
435, 20181101, 011340, 01.11.2018, 01:13:40, 3, 240, 4, 221
436, 20181101, 011350, 01.11.2018, 01:13:50, 0, 0, 0, 0
437, 20181101, 011400, 01.11.2018, 01:14:00, 2, 225, 5, 286
438, 20181101, 011410, 01.11.2018, 01:14:10, 0, 0, 9, 253
439, 20181101, 011420, 01.11.2018, 01:14:20, 0, 0, 2, 208
440, 20181101, 011430, 01.11.2018, 01:14:30, 0, 0, 4, 241
441, 20181101, 011440, 01.11.2018, 01:14:40, 1, 240, 0, 0
442, 20181101, 011450, 01.11.2018, 01:14:50, 0, 0, 3, 222
443, 20181101, 011500, 01.11.2018, 01:15:00, 0, 0, 5, 280
444, 20181101, 011510, 01.11.2018, 01:15:10, 0, 0, 1, 211
445, 20181101, 011520, 01.11.2018, 01:15:20, 7, 416, 6, 424
446, 20181101, 011530, 01.11.2018, 01:15:30, 1, 200, 0, 0
447, 20181101, 011540, 01.11.2018, 01:15:40, 0, 0, 0, 0
448, 20181101, 011550, 01.11.2018, 01:15:50, 0, 0, 5, 256
449, 20181101, 011600, 01.11.2018, 01:16:00, 3, 200, 2, 245
450, 20181101, 011610, 01.11.2018, 01:16:10, 0, 0, 0, 0
451, 20181101, 011620, 01.11.2018, 01:16:20, 5, 305, 9, 378
452, 20181101, 011630, 01.11.2018, 01:16:30, 0, 0, 16, 252
453, 20181101, 011640, 01.11.2018, 01:16:40, 0, 0, 2, 205
454, 20181101, 011650, 01.11.2018, 01:16:50, 0, 0, 1, 208
455, 20181101, 011700, 01.11.2018, 01:17:00, 0, 0, 0, 0
456, 20181101, 011710, 01.11.2018, 01:17:10, 0, 0, 0, 0
457, 20181101, 011720, 01.11.2018, 01:17:20, 1, 207, 6, 331
458, 20181101, 011730, 01.11.2018, 01:17:30, 4, 349, 4, 367
459, 20181101, 011740, 01.11.2018, 01:17:40, 2, 214, 3, 250
460, 20181101, 011750, 01.11.2018, 01:17:50, 0, 0, 3, 230
461, 20181101, 011800, 01.11.2018, 01:18:00, 2, 232, 4, 326
462, 20181101, 011810, 01.11.2018, 01:18:10, 2, 230, 2, 216
463, 20181101, 011820, 01.11.2018, 01:18:20, 0, 0, 0, 0
464, 20181101, 011830, 01.11.2018, 01:18:30, 0, 0, 0, 0
465, 20181101, 011840, 01.11.2018, 01:18:40, 0, 0, 0, 0
466, 20181101, 011850, 01.11.2018, 01:18:50, 1, 211, 4, 249
467, 20181101, 011900, 01.11.2018, 01:19:00, 5, 358, 5, 400
468, 20181101, 011910, 01.11.2018, 01:19:10, 2, 228, 0, 0
469, 20181101, 011920, 01.11.2018, 01:19:20, 6, 373, 6, 429
470, 20181101, 011930, 01.11.2018, 01:19:30, 4, 381, 6, 382
471, 20181101, 011940, 01.11.2018, 01:19:40, 0, 0, 0, 0
472, 20181101, 011950, 01.11.2018, 01:19:50, 4, 268, 3, 290
473, 20181101, 012000, 01.11.2018, 01:20:00, 0, 0, 2, 214
474, 20181101, 012010, 01.11.2018, 01:20:10, 0, 0, 7, 200
475, 20181101, 012020, 01.11.2018, 01:20:20, 1, 233, 5, 360
476, 20181101, 012030, 01.11.2018, 01:20:30, 0, 0, 0, 0
477, 20181101, 012040, 01.11.2018, 01:20:40, 0, 0, 12, 500
478, 20181101, 012050, 01.11.2018, 01:20:50, 0, 0, 3, 241
479, 20181101, 012100, 01.11.2018, 01:21:00, 4, 271, 3, 283
480, 20181101, 012110, 01.11.2018, 01:21:10, 0, 0, 0, 0
481, 20181101, 012120, 01.11.2018, 01:21:20, 0, 0, 0, 0
482, 20181101, 012130, 01.11.2018, 01:21:30, 0, 0, 0, 0
483, 20181101, 012140, 01.11.2018, 01:21:40, 5, 348, 8, 200
484, 20181101, 012150, 01.11.2018, 01:21:50, 0, 0, 6, 259
485, 20181101, 012200, 01.11.2018, 01:22:00, 5, 347, 7, 568
486, 20181101, 012210, 01.11.2018, 01:22:10, 0, 0, 4, 226
487, 20181101, 012220, 01.11.2018, 01:22:20, 2, 253, 4, 478
488, 20181101, 012230, 01.11.2018, 01:22:30, 0, 0, 0, 0
489, 20181101, 012240, 01.11.2018, 01:22:40, 0, 0, 0, 0
490, 20181101, 012250, 01.11.2018, 01:22:50, 0, 0, 0, 0
491, 20181101, 012300, 01.11.2018, 01:23:00, 0, 0, 0, 0
492, 20181101, 012310, 01.11.2018, 01:23:10, 3, 246, 4, 316
493, 20181101, 012320, 01.11.2018, 01:23:20, 0, 0, 5, 200
494, 20181101, 012330, 01.11.2018, 01:23:30, 0, 0, 0, 0
495, 20181101, 012340, 01.11.2018, 01:23:40, 0, 0, 1, 204
496, 20181101, 012350, 01.11.2018, 01:23:50, 0, 0, 0, 0
497, 20181101, 012400, 01.11.2018, 01:24:00, 0, 0, 0, 0
498, 20181101, 012410, 01.11.2018, 01:24:10, 0, 0, 0, 0
499, 20181101, 012420, 01.11.2018, 01:24:20, 3, 262, 6, 279
500, 20181101, 012430, 01.11.2018, 01:24:30, 0, 0, 2, 248
501, 20181101, 012440, 01.11.2018, 01:24:40, 3, 325, 1, 200
502, 20181101, 012450, 01.11.2018, 01:24:50, 0, 0, 0, 0
503, 20181101, 012500, 01.11.2018, 01:25:00, 2, 212, 3, 246
504, 20181101, 012510, 01.11.2018, 01:25:10, 4, 237, 7, 312
505, 20181101, 012520, 01.11.2018, 01:25:20, 0, 0, 0, 0
506, 20181101, 012530, 01.11.2018, 01:25:30, 0, 0, 0, 0
507, 20181101, 012540, 01.11.2018, 01:25:40, 2, 221, 0, 0
508, 20181101, 012550, 01.11.2018, 01:25:50, 0, 0, 6, 716
509, 20181101, 012600, 01.11.2018, 01:26:00, 6, 205, 15, 238
510, 20181101, 012610, 01.11.2018, 01:26:10, 0, 0, 0, 0
511, 20181101, 012620, 01.11.2018, 01:26:20, 0, 0, 0, 0
512, 20181101, 012630, 01.11.2018, 01:26:30, 5, 349, 4, 358
513, 20181101, 012640, 01.11.2018, 01:26:40, 4, 208, 3, 291
514, 20181101, 012650, 01.11.2018, 01:26:50, 0, 0, 0, 0
515, 20181101, 012700, 01.11.2018, 01:27:00, 0, 0, 8, 347
516, 20181101, 012710, 01.11.2018, 01:27:10, 1, 211, 14, 461
517, 20181101, 012720, 01.11.2018, 01:27:20, 0, 0, 0, 0
518, 20181101, 012730, 01.11.2018, 01:27:30, 0, 0, 3, 237
519, 20181101, 012740, 01.11.2018, 01:27:40, 0, 0, 0, 0
520, 20181101, 012750, 01.11.2018, 01:27:50, 0, 0, 0, 0
521, 20181101, 012800, 01.11.2018, 01:28:00, 4, 313, 0, 0
522, 20181101, 012810, 01.11.2018, 01:28:10, 0, 0, 2, 208
523, 20181101, 012820, 01.11.2018, 01:28:20, 3, 320, 6, 366
524, 20181101, 012830, 01.11.2018, 01:28:30, 0, 0, 0, 0
525, 20181101, 012840, 01.11.2018, 01:28:40, 0, 0, 0, 0
526, 20181101, 012850, 01.11.2018, 01:28:50, 0, 0, 4, 217
527, 20181101, 012900, 01.11.2018, 01:29:00, 0, 0, 8, 411
528, 20181101, 012910, 01.11.2018, 01:29:10, 3, 352, 4, 430
529, 20181101, 012920, 01.11.2018, 01:29:20, 5, 310, 0, 0
530, 20181101, 012930, 01.11.2018, 01:29:30, 0, 0, 0, 0
531, 20181101, 012940, 01.11.2018, 01:29:40, 0, 0, 2, 241
532, 20181101, 012950, 01.11.2018, 01:29:50, 0, 0, 0, 0
533, 20181101, 013000, 01.11.2018, 01:30:00, 0, 0, 0, 0
534, 20181101, 013010, 01.11.2018, 01:30:10, 0, 0, 7, 530
535, 20181101, 013020, 01.11.2018, 01:30:20, 3, 253, 2, 255
536, 20181101, 013030, 01.11.2018, 01:30:30, 0, 0, 0, 0
537, 20181101, 013040, 01.11.2018, 01:30:40, 5, 335, 0, 0
538, 20181101, 013050, 01.11.2018, 01:30:50, 0, 0, 0, 0
539, 20181101, 013100, 01.11.2018, 01:31:00, 3, 270, 0, 0
540, 20181101, 013110, 01.11.2018, 01:31:10, 0, 0, 0, 0
541, 20181101, 013120, 01.11.2018, 01:31:20, 0, 0, 6, 460
542, 20181101, 013130, 01.11.2018, 01:31:30, 0, 0, 4, 214
543, 20181101, 013140, 01.11.2018, 01:31:40, 0, 0, 0, 0
544, 20181101, 013150, 01.11.2018, 01:31:50, 0, 0, 2, 213
545, 20181101, 013200, 01.11.2018, 01:32:00, 4, 234, 0, 0
546, 20181101, 013210, 01.11.2018, 01:32:10, 7, 240, 6, 219
547, 20181101, 013220, 01.11.2018, 01:32:20, 0, 0, 1, 205
548, 20181101, 013230, 01.11.2018, 01:32:30, 2, 203, 0, 0
549, 20181101, 013240, 01.11.2018, 01:32:40, 0, 0, 4, 241
550, 20181101, 013250, 01.11.2018, 01:32:50, 0, 0, 0, 0
551, 20181101, 013300, 01.11.2018, 01:33:00, 0, 0, 0, 0
552, 20181101, 013310, 01.11.2018, 01:33:10, 0, 0, 0, 0
553, 20181101, 013320, 01.11.2018, 01:33:20, 3, 233, 1, 205
554, 20181101, 013330, 01.11.2018, 01:33:30, 0, 0, 4, 227
555, 20181101, 013340, 01.11.2018, 01:33:40, 0, 0, 0, 0
556, 20181101, 013350, 01.11.2018, 01:33:50, 0, 0, 3, 236
557, 20181101, 013400, 01.11.2018, 01:34:00, 0, 0, 0, 0
558, 20181101, 013410, 01.11.2018, 01:34:10, 3, 279, 3, 239
559, 20181101, 013420, 01.11.2018, 01:34:20, 3, 263, 0, 0
560, 20181101, 013430, 01.11.2018, 01:34:30, 0, 0, 0, 0
561, 20181101, 013440, 01.11.2018, 01:34:40, 6, 398, 5, 446
562, 20181101, 013450, 01.11.2018, 01:34:50, 0, 0, 2, 214
563, 20181101, 013500, 01.11.2018, 01:35:00, 0, 0, 3, 253
564, 20181101, 013510, 01.11.2018, 01:35:10, 0, 0, 0, 0
565, 20181101, 013520, 01.11.2018, 01:35:20, 0, 0, 0, 0
566, 20181101, 013530, 01.11.2018, 01:35:30, 2, 219, 0, 0
567, 20181101, 013540, 01.11.2018, 01:35:40, 0, 0, 0, 0
568, 20181101, 013550, 01.11.2018, 01:35:50, 5, 230, 10, 240
569, 20181101, 013600, 01.11.2018, 01:36:00, 0, 0, 1, 200
570, 20181101, 013610, 01.11.2018, 01:36:10, 0, 0, 0, 0
571, 20181101, 013620, 01.11.2018, 01:36:20, 0, 0, 0, 0
572, 20181101, 013630, 01.11.2018, 01:36:30, 2, 212, 8, 207
573, 20181101, 013640, 01.11.2018, 01:36:40, 0, 0, 2, 237
574, 20181101, 013650, 01.11.2018, 01:36:50, 2, 215, 2, 207
575, 20181101, 013700, 01.11.2018, 01:37:00, 0, 0, 11, 579
576, 20181101, 013710, 01.11.2018, 01:37:10, 3, 211, 6, 264
577, 20181101, 013720, 01.11.2018, 01:37:20, 0, 0, 0, 0
578, 20181101, 013730, 01.11.2018, 01:37:30, 0, 0, 0, 0
579, 20181101, 013740, 01.11.2018, 01:37:40, 3, 249, 0, 0
580, 20181101, 013750, 01.11.2018, 01:37:50, 6, 231, 15, 249
581, 20181101, 013800, 01.11.2018, 01:38:00, 0, 0, 1, 215
582, 20181101, 013810, 01.11.2018, 01:38:10, 0, 0, 1, 204
583, 20181101, 013820, 01.11.2018, 01:38:20, 0, 0, 0, 0
584, 20181101, 013830, 01.11.2018, 01:38:30, 0, 0, 0, 0
585, 20181101, 013840, 01.11.2018, 01:38:40, 0, 0, 0, 0
586, 20181101, 013850, 01.11.2018, 01:38:50, 9, 358, 9, 388
587, 20181101, 013900, 01.11.2018, 01:39:00, 0, 0, 3, 229
588, 20181101, 013910, 01.11.2018, 01:39:10, 0, 0, 6, 203
589, 20181101, 013920, 01.11.2018, 01:39:20, 0, 0, 6, 305
590, 20181101, 013930, 01.11.2018, 01:39:30, 0, 0, 0, 0
591, 20181101, 013940, 01.11.2018, 01:39:40, 6, 489, 12, 247
592, 20181101, 013950, 01.11.2018, 01:39:50, 0, 0, 0, 0
593, 20181101, 014000, 01.11.2018, 01:40:00, 0, 0, 0, 0
594, 20181101, 014010, 01.11.2018, 01:40:10, 4, 242, 9, 279
595, 20181101, 014020, 01.11.2018, 01:40:20, 0, 0, 0, 0
596, 20181101, 014030, 01.11.2018, 01:40:30, 6, 255, 8, 239
597, 20181101, 014040, 01.11.2018, 01:40:40, 6, 347, 8, 417
598, 20181101, 014050, 01.11.2018, 01:40:50, 0, 0, 0, 0
599, 20181101, 014100, 01.11.2018, 01:41:00, 0, 0, 0, 0
600, 20181101, 014110, 01.11.2018, 01:41:10, 0, 0, 0, 0
601, 20181101, 014120, 01.11.2018, 01:41:20, 3, 222, 4, 259
602, 20181101, 014130, 01.11.2018, 01:41:30, 3, 253, 4, 284
603, 20181101, 014140, 01.11.2018, 01:41:40, 0, 0, 0, 0
604, 20181101, 014150, 01.11.2018, 01:41:50, 0, 0, 2, 253
605, 20181101, 014200, 01.11.2018, 01:42:00, 0, 0, 6, 555
606, 20181101, 014210, 01.11.2018, 01:42:10, 0, 0, 0, 0
607, 20181101, 014220, 01.11.2018, 01:42:20, 0, 0, 6, 235
608, 20181101, 014230, 01.11.2018, 01:42:30, 3, 259, 0, 0
609, 20181101, 014240, 01.11.2018, 01:42:40, 0, 0, 6, 438
610, 20181101, 014250, 01.11.2018, 01:42:50, 0, 0, 1, 210
611, 20181101, 014300, 01.11.2018, 01:43:00, 0, 0, 1, 215
612, 20181101, 014310, 01.11.2018, 01:43:10, 2, 251, 3, 267
613, 20181101, 014320, 01.11.2018, 01:43:20, 0, 0, 5, 375
614, 20181101, 014330, 01.11.2018, 01:43:30, 2, 229, 0, 0
615, 20181101, 014340, 01.11.2018, 01:43:40, 0, 0, 0, 0
616, 20181101, 014350, 01.11.2018, 01:43:50, 1, 209, 7, 308
617, 20181101, 014400, 01.11.2018, 01:44:00, 0, 0, 0, 0
618, 20181101, 014410, 01.11.2018, 01:44:10, 0, 0, 0, 0
619, 20181101, 014420, 01.11.2018, 01:44:20, 6, 378, 7, 447
620, 20181101, 014430, 01.11.2018, 01:44:30, 2, 257, 2, 296
621, 20181101, 014440, 01.11.2018, 01:44:40, 0, 0, 0, 0
622, 20181101, 014450, 01.11.2018, 01:44:50, 0, 0, 0, 0
623, 20181101, 014500, 01.11.2018, 01:45:00, 3, 297, 8, 336
624, 20181101, 014510, 01.11.2018, 01:45:10, 0, 0, 0, 0
625, 20181101, 014520, 01.11.2018, 01:45:20, 2, 242, 4, 322
626, 20181101, 014530, 01.11.2018, 01:45:30, 0, 0, 3, 221
627, 20181101, 014540, 01.11.2018, 01:45:40, 18, 517, 0, 0
628, 20181101, 014550, 01.11.2018, 01:45:50, 5, 434, 10, 478
629, 20181101, 014600, 01.11.2018, 01:46:00, 5, 298, 7, 322
630, 20181101, 014610, 01.11.2018, 01:46:10, 2, 205, 0, 0
631, 20181101, 014620, 01.11.2018, 01:46:20, 0, 0, 4, 266
632, 20181101, 014630, 01.11.2018, 01:46:30, 0, 0, 5, 285
633, 20181101, 014640, 01.11.2018, 01:46:40, 0, 0, 3, 277
634, 20181101, 014650, 01.11.2018, 01:46:50, 0, 0, 0, 0
635, 20181101, 014700, 01.11.2018, 01:47:00, 0, 0, 7, 268
636, 20181101, 014710, 01.11.2018, 01:47:10, 1, 204, 5, 233
637, 20181101, 014720, 01.11.2018, 01:47:20, 1, 204, 3, 215
638, 20181101, 014730, 01.11.2018, 01:47:30, 5, 377, 8, 204
639, 20181101, 014740, 01.11.2018, 01:47:40, 0, 0, 3, 273
640, 20181101, 014750, 01.11.2018, 01:47:50, 0, 0, 0, 0
641, 20181101, 014800, 01.11.2018, 01:48:00, 2, 225, 2, 293
642, 20181101, 014810, 01.11.2018, 01:48:10, 0, 0, 0, 0
643, 20181101, 014820, 01.11.2018, 01:48:20, 0, 0, 0, 0
644, 20181101, 014830, 01.11.2018, 01:48:30, 5, 349, 0, 0
645, 20181101, 014840, 01.11.2018, 01:48:40, 0, 0, 0, 0
646, 20181101, 014850, 01.11.2018, 01:48:50, 0, 0, 0, 0
647, 20181101, 014900, 01.11.2018, 01:49:00, 5, 332, 7, 323
648, 20181101, 014910, 01.11.2018, 01:49:10, 0, 0, 5, 243
649, 20181101, 014920, 01.11.2018, 01:49:20, 0, 0, 4, 274
650, 20181101, 014930, 01.11.2018, 01:49:30, 0, 0, 3, 243
651, 20181101, 014940, 01.11.2018, 01:49:40, 2, 229, 2, 263
652, 20181101, 014950, 01.11.2018, 01:49:50, 0, 0, 0, 0
653, 20181101, 015000, 01.11.2018, 01:50:00, 0, 0, 0, 0
654, 20181101, 015010, 01.11.2018, 01:50:10, 0, 0, 3, 263
655, 20181101, 015020, 01.11.2018, 01:50:20, 7, 626, 11, 755
656, 20181101, 015030, 01.11.2018, 01:50:30, 0, 0, 2, 221
657, 20181101, 015040, 01.11.2018, 01:50:40, 2, 231, 9, 245
658, 20181101, 015050, 01.11.2018, 01:50:50, 4, 314, 0, 0
659, 20181101, 015100, 01.11.2018, 01:51:00, 5, 291, 3, 228
660, 20181101, 015110, 01.11.2018, 01:51:10, 0, 0, 3, 230
661, 20181101, 015120, 01.11.2018, 01:51:20, 3, 301, 3, 278
662, 20181101, 015130, 01.11.2018, 01:51:30, 5, 261, 5, 258
663, 20181101, 015140, 01.11.2018, 01:51:40, 0, 0, 0, 0
664, 20181101, 015150, 01.11.2018, 01:51:50, 7, 240, 11, 211
665, 20181101, 015200, 01.11.2018, 01:52:00, 6, 290, 0, 0
666, 20181101, 015210, 01.11.2018, 01:52:10, 0, 0, 0, 0
667, 20181101, 015220, 01.11.2018, 01:52:20, 13, 419, 3, 224
668, 20181101, 015230, 01.11.2018, 01:52:30, 0, 0, 4, 214
669, 20181101, 015240, 01.11.2018, 01:52:40, 0, 0, 0, 0
670, 20181101, 015250, 01.11.2018, 01:52:50, 0, 0, 4, 218
671, 20181101, 015300, 01.11.2018, 01:53:00, 4, 268, 11, 318
672, 20181101, 015310, 01.11.2018, 01:53:10, 0, 0, 3, 270
673, 20181101, 015320, 01.11.2018, 01:53:20, 2, 220, 0, 0
674, 20181101, 015330, 01.11.2018, 01:53:30, 1, 202, 0, 0
675, 20181101, 015340, 01.11.2018, 01:53:40, 7, 272, 6, 235
676, 20181101, 015350, 01.11.2018, 01:53:50, 0, 0, 0, 0
677, 20181101, 015400, 01.11.2018, 01:54:00, 0, 0, 0, 0
678, 20181101, 015410, 01.11.2018, 01:54:10, 0, 0, 4, 437
679, 20181101, 015420, 01.11.2018, 01:54:20, 10, 408, 7, 325
680, 20181101, 015430, 01.11.2018, 01:54:30, 2, 210, 2, 220
681, 20181101, 015440, 01.11.2018, 01:54:40, 1, 205, 2, 240
682, 20181101, 015450, 01.11.2018, 01:54:50, 0, 0, 0, 0
683, 20181101, 015500, 01.11.2018, 01:55:00, 0, 0, 0, 0
684, 20181101, 015510, 01.11.2018, 01:55:10, 0, 0, 4, 208
685, 20181101, 015520, 01.11.2018, 01:55:20, 3, 233, 4, 249
686, 20181101, 015530, 01.11.2018, 01:55:30, 0, 0, 1, 205
687, 20181101, 015540, 01.11.2018, 01:55:40, 0, 0, 0, 0
688, 20181101, 015550, 01.11.2018, 01:55:50, 0, 0, 1, 218
689, 20181101, 015600, 01.11.2018, 01:56:00, 0, 0, 0, 0
690, 20181101, 015610, 01.11.2018, 01:56:10, 5, 336, 8, 410
691, 20181101, 015620, 01.11.2018, 01:56:20, 0, 0, 0, 0
692, 20181101, 015630, 01.11.2018, 01:56:30, 0, 0, 0, 0
693, 20181101, 015640, 01.11.2018, 01:56:40, 0, 0, 0, 0
694, 20181101, 015650, 01.11.2018, 01:56:50, 0, 0, 0, 0
695, 20181101, 015700, 01.11.2018, 01:57:00, 0, 0, 0, 0
696, 20181101, 015710, 01.11.2018, 01:57:10, 0, 0, 0, 0
697, 20181101, 015720, 01.11.2018, 01:57:20, 0, 0, 0, 0
698, 20181101, 015730, 01.11.2018, 01:57:30, 0, 0, 0, 0
699, 20181101, 015740, 01.11.2018, 01:57:40, 0, 0, 1, 212
700, 20181101, 015750, 01.11.2018, 01:57:50, 2, 256, 3, 316
701, 20181101, 015800, 01.11.2018, 01:58:00, 0, 0, 0, 0
702, 20181101, 015810, 01.11.2018, 01:58:10, 0, 0, 0, 0
703, 20181101, 015820, 01.11.2018, 01:58:20, 0, 0, 0, 0
704, 20181101, 015830, 01.11.2018, 01:58:30, 0, 0, 0, 0
705, 20181101, 015840, 01.11.2018, 01:58:40, 2, 223, 0, 0
706, 20181101, 015850, 01.11.2018, 01:58:50, 0, 0, 0, 0
707, 20181101, 015900, 01.11.2018, 01:59:00, 2, 252, 3, 280
708, 20181101, 015910, 01.11.2018, 01:59:10, 0, 0, 0, 0
709, 20181101, 015920, 01.11.2018, 01:59:20, 2, 236, 3, 220
710, 20181101, 015930, 01.11.2018, 01:59:30, 3, 300, 0, 0
711, 20181101, 015940, 01.11.2018, 01:59:40, 0, 0, 0, 0
712, 20181101, 015950, 01.11.2018, 01:59:50, 6, 242, 6, 275
713, 20181101, 020000, 01.11.2018, 02:00:00, 0, 0, 0, 0
714, 20181101, 020010, 01.11.2018, 02:00:10, 0, 0, 0, 0
715, 20181101, 020020, 01.11.2018, 02:00:20, 0, 0, 0, 0
716, 20181101, 020030, 01.11.2018, 02:00:30, 3, 236, 3, 236
717, 20181101, 020040, 01.11.2018, 02:00:40, 3, 244, 0, 0
718, 20181101, 020050, 01.11.2018, 02:00:50, 0, 0, 0, 0
719, 20181101, 020100, 01.11.2018, 02:01:00, 0, 0, 0, 0
720, 20181101, 020110, 01.11.2018, 02:01:10, 0, 0, 0, 0
721, 20181101, 020120, 01.11.2018, 02:01:20, 0, 0, 0, 0
722, 20181101, 020130, 01.11.2018, 02:01:30, 0, 0, 0, 0
723, 20181101, 020140, 01.11.2018, 02:01:40, 0, 0, 0, 0
724, 20181101, 020150, 01.11.2018, 02:01:50, 0, 0, 0, 0
725, 20181101, 020200, 01.11.2018, 02:02:00, 0, 0, 0, 0
726, 20181101, 020210, 01.11.2018, 02:02:10, 0, 0, 1, 212
727, 20181101, 020220, 01.11.2018, 02:02:20, 6, 311, 5, 403
728, 20181101, 020230, 01.11.2018, 02:02:30, 3, 284, 3, 249
729, 20181101, 020240, 01.11.2018, 02:02:40, 0, 0, 0, 0
730, 20181101, 020250, 01.11.2018, 02:02:50, 0, 0, 0, 0
731, 20181101, 020300, 01.11.2018, 02:03:00, 4, 292, 5, 343
