ID, Date_n, Time_n, Date, Time, Channel_N-S, Amplitude_N-S, Channel_W-E, Amplitude_W-E
43, 20181101, 000820, 01.11.2018, 00:08:20, 0, 0, 0, 0
44, 20181101, 000830, 01.11.2018, 00:08:30, 1, 236, 16, 568
45, 20181101, 000840, 01.11.2018, 00:08:40, 0, 0, 0, 0
46, 20181101, 000850, 01.11.2018, 00:08:50, 0, 0, 0, 0
47, 20181101, 000900, 01.11.2018, 00:09:00, 0, 0, 0, 0
48, 20181101, 000910, 01.11.2018, 00:09:10, 0, 0, 0, 0
49, 20181101, 000920, 01.11.2018, 00:09:20, 2, 206, 0, 0
50, 20181101, 000930, 01.11.2018, 00:09:30, 4, 277, 1, 206
51, 20181101, 000940, 01.11.2018, 00:09:40, 0, 0, 0, 0
52, 20181101, 000950, 01.11.2018, 00:09:50, 0, 0, 3, 237
53, 20181101, 001000, 01.11.2018, 00:10:00, 8, 357, 7, 228
54, 20181101, 001010, 01.11.2018, 00:10:10, 0, 0, 2, 203
55, 20181101, 001020, 01.11.2018, 00:10:20, 0, 0, 0, 0
56, 20181101, 001030, 01.11.2018, 00:10:30, 0, 0, 10, 203
57, 20181101, 001040, 01.11.2018, 00:10:40, 0, 0, 0, 0
58, 20181101, 001050, 01.11.2018, 00:10:50, 2, 279, 0, 0
59, 20181101, 001100, 01.11.2018, 00:11:00, 0, 0, 0, 0
60, 20181101, 001110, 01.11.2018, 00:11:10, 0, 0, 12, 680
61, 20181101, 001120, 01.11.2018, 00:11:20, 0, 0, 0, 0
62, 20181101, 001130, 01.11.2018, 00:11:30, 0, 0, 10, 384
63, 20181101, 001140, 01.11.2018, 00:11:40, 0, 0, 0, 0
64, 20181101, 001150, 01.11.2018, 00:11:50, 0, 0, 7, 288
65, 20181101, 001200, 01.11.2018, 00:12:00, 0, 0, 0, 0
66, 20181101, 001210, 01.11.2018, 00:12:10, 0, 0, 0, 0
67, 20181101, 001220, 01.11.2018, 00:12:20, 0, 0, 0, 0
68, 20181101, 001230, 01.11.2018, 00:12:30, 0, 0, 0, 0
69, 20181101, 001240, 01.11.2018, 00:12:40, 0, 0, 0, 0
70, 20181101, 001250, 01.11.2018, 00:12:50, 2, 222, 2, 260
71, 20181101, 001300, 01.11.2018, 00:13:00, 0, 0, 2, 208
72, 20181101, 001310, 01.11.2018, 00:13:10, 8, 1112, 0, 0
73, 20181101, 001320, 01.11.2018, 00:13:20, 0, 0, 0, 0
74, 20181101, 001330, 01.11.2018, 00:13:30, 0, 0, 0, 0
75, 20181101, 001340, 01.11.2018, 00:13:40, 3, 223, 6, 339
76, 20181101, 001350, 01.11.2018, 00:13:50, 0, 0, 8, 418
77, 20181101, 001400, 01.11.2018, 00:14:00, 0, 0, 8, 225
78, 20181101, 001410, 01.11.2018, 00:14:10, 0, 0, 9, 208
79, 20181101, 001420, 01.11.2018, 00:14:20, 0, 0, 0, 0
80, 20181101, 001430, 01.11.2018, 00:14:30, 3, 230, 2, 218
81, 20181101, 001440, 01.11.2018, 00:14:40, 0, 0, 6, 287
82, 20181101, 001450, 01.11.2018, 00:14:50, 0, 0, 15, 359
83, 20181101, 001500, 01.11.2018, 00:15:00, 3, 248, 1, 209
84, 20181101, 001510, 01.11.2018, 00:15:10, 3, 208, 5, 216
85, 20181101, 001520, 01.11.2018, 00:15:20, 6, 286, 5, 224
86, 20181101, 001530, 01.11.2018, 00:15:30, 0, 0, 0, 0
87, 20181101, 001540, 01.11.2018, 00:15:40, 0, 0, 0, 0
88, 20181101, 001550, 01.11.2018, 00:15:50, 0, 0, 0, 0
89, 20181101, 001600, 01.11.2018, 00:16:00, 0, 0, 0, 0
90, 20181101, 001610, 01.11.2018, 00:16:10, 0, 0, 0, 0
91, 20181101, 001620, 01.11.2018, 00:16:20, 0, 0, 0, 0
92, 20181101, 001630, 01.11.2018, 00:16:30, 4, 226, 5, 317
93, 20181101, 001640, 01.11.2018, 00:16:40, 0, 0, 0, 0
94, 20181101, 001650, 01.11.2018, 00:16:50, 8, 291, 8, 227
95, 20181101, 001700, 01.11.2018, 00:17:00, 0, 0, 0, 0
96, 20181101, 001710, 01.11.2018, 00:17:10, 4, 267, 3, 240
97, 20181101, 001720, 01.11.2018, 00:17:20, 0, 0, 0, 0
98, 20181101, 001730, 01.11.2018, 00:17:30, 8, 823, 0, 0
99, 20181101, 001740, 01.11.2018, 00:17:40, 0, 0, 7, 335
100, 20181101, 001750, 01.11.2018, 00:17:50, 12, 983, 2, 217
101, 20181101, 001800, 01.11.2018, 00:18:00, 0, 0, 0, 0
102, 20181101, 001810, 01.11.2018, 00:18:10, 3, 219, 11, 258
103, 20181101, 001820, 01.11.2018, 00:18:20, 0, 0, 0, 0
104, 20181101, 001830, 01.11.2018, 00:18:30, 1, 215, 5, 215
105, 20181101, 001840, 01.11.2018, 00:18:40, 9, 239, 5, 328
106, 20181101, 001850, 01.11.2018, 00:18:50, 0, 0, 1, 208
107, 20181101, 001900, 01.11.2018, 00:19:00, 0, 0, 0, 0
108, 20181101, 001910, 01.11.2018, 00:19:10, 0, 0, 0, 0
109, 20181101, 001920, 01.11.2018, 00:19:20, 0, 0, 2, 231
110, 20181101, 001930, 01.11.2018, 00:19:30, 0, 0, 2, 215
111, 20181101, 001940, 01.11.2018, 00:19:40, 0, 0, 0, 0
112, 20181101, 001950, 01.11.2018, 00:19:50, 1, 202, 2, 218
113, 20181101, 002000, 01.11.2018, 00:20:00, 0, 0, 1, 209
114, 20181101, 002010, 01.11.2018, 00:20:10, 0, 0, 0, 0
115, 20181101, 002020, 01.11.2018, 00:20:20, 6, 317, 6, 317
116, 20181101, 002030, 01.11.2018, 00:20:30, 2, 228, 2, 228
117, 20181101, 002040, 01.11.2018, 00:20:40, 0, 0, 0, 0
118, 20181101, 002050, 01.11.2018, 00:20:50, 0, 0, 3, 210
119, 20181101, 002100, 01.11.2018, 00:21:00, 0, 0, 0, 0
120, 20181101, 002110, 01.11.2018, 00:21:10, 4, 237, 1, 203
121, 20181101, 002120, 01.11.2018, 00:21:20, 0, 0, 0, 0
122, 20181101, 002130, 01.11.2018, 00:21:30, 0, 0, 0, 0
123, 20181101, 002140, 01.11.2018, 00:21:40, 0, 0, 2, 236
124, 20181101, 002150, 01.11.2018, 00:21:50, 0, 0, 0, 0
125, 20181101, 002200, 01.11.2018, 00:22:00, 1, 206, 0, 0
126, 20181101, 002210, 01.11.2018, 00:22:10, 3, 246, 4, 300
127, 20181101, 002220, 01.11.2018, 00:22:20, 0, 0, 0, 0
128, 20181101, 002230, 01.11.2018, 00:22:30, 1, 201, 3, 224
129, 20181101, 002240, 01.11.2018, 00:22:40, 0, 0, 1, 221
130, 20181101, 002250, 01.11.2018, 00:22:50, 0, 0, 5, 275
131, 20181101, 002300, 01.11.2018, 00:23:00, 0, 0, 0, 0
132, 20181101, 002310, 01.11.2018, 00:23:10, 0, 0, 0, 0
133, 20181101, 002320, 01.11.2018, 00:23:20, 8, 660, 0, 0
134, 20181101, 002330, 01.11.2018, 00:23:30, 0, 0, 14, 251
135, 20181101, 002340, 01.11.2018, 00:23:40, 0, 0, 0, 0
136, 20181101, 002350, 01.11.2018, 00:23:50, 0, 0, 0, 0
137, 20181101, 002400, 01.11.2018, 00:24:00, 7, 357, 8, 323
138, 20181101, 002410, 01.11.2018, 00:24:10, 0, 0, 6, 239
139, 20181101, 002420, 01.11.2018, 00:24:20, 0, 0, 2, 210
140, 20181101, 002430, 01.11.2018, 00:24:30, 2, 236, 5, 337
141, 20181101, 002440, 01.11.2018, 00:24:40, 0, 0, 0, 0
142, 20181101, 002450, 01.11.2018, 00:24:50, 0, 0, 15, 378
143, 20181101, 002500, 01.11.2018, 00:25:00, 2, 203, 6, 210
144, 20181101, 002510, 01.11.2018, 00:25:10, 0, 0, 2, 208
145, 20181101, 002520, 01.11.2018, 00:25:20, 0, 0, 12, 626
146, 20181101, 002530, 01.11.2018, 00:25:30, 0, 0, 0, 0
147, 20181101, 002540, 01.11.2018, 00:25:40, 0, 0, 0, 0
148, 20181101, 002550, 01.11.2018, 00:25:50, 0, 0, 0, 0
149, 20181101, 002600, 01.11.2018, 00:26:00, 2, 211, 0, 0
150, 20181101, 002610, 01.11.2018, 00:26:10, 0, 0, 5, 258
151, 20181101, 002620, 01.11.2018, 00:26:20, 0, 0, 0, 0
152, 20181101, 002630, 01.11.2018, 00:26:30, 0, 0, 0, 0
153, 20181101, 002640, 01.11.2018, 00:26:40, 0, 0, 0, 0
154, 20181101, 002650, 01.11.2018, 00:26:50, 0, 0, 0, 0
155, 20181101, 002700, 01.11.2018, 00:27:00, 2, 324, 0, 0
156, 20181101, 002710, 01.11.2018, 00:27:10, 4, 250, 4, 271
157, 20181101, 002720, 01.11.2018, 00:27:20, 0, 0, 24, 244
158, 20181101, 002730, 01.11.2018, 00:27:30, 0, 0, 0, 0
159, 20181101, 002740, 01.11.2018, 00:27:40, 4, 254, 4, 271
160, 20181101, 002750, 01.11.2018, 00:27:50, 6, 318, 1, 202
161, 20181101, 002800, 01.11.2018, 00:28:00, 0, 0, 0, 0
162, 20181101, 002810, 01.11.2018, 00:28:10, 0, 0, 4, 241
163, 20181101, 002820, 01.11.2018, 00:28:20, 0, 0, 0, 0
164, 20181101, 002830, 01.11.2018, 00:28:30, 2, 239, 8, 324
165, 20181101, 002840, 01.11.2018, 00:28:40, 11, 293, 4, 275
166, 20181101, 002850, 01.11.2018, 00:28:50, 0, 0, 0, 0
167, 20181101, 002900, 01.11.2018, 00:29:00, 3, 222, 10, 207
168, 20181101, 002910, 01.11.2018, 00:29:10, 0, 0, 0, 0
169, 20181101, 002920, 01.11.2018, 00:29:20, 4, 237, 11, 282
170, 20181101, 002930, 01.11.2018, 00:29:30, 0, 0, 0, 0
171, 20181101, 002940, 01.11.2018, 00:29:40, 0, 0, 0, 0
172, 20181101, 002950, 01.11.2018, 00:29:50, 0, 0, 0, 0
173, 20181101, 003000, 01.11.2018, 00:30:00, 0, 0, 12, 406
174, 20181101, 003010, 01.11.2018, 00:30:10, 4, 236, 0, 0
175, 20181101, 003020, 01.11.2018, 00:30:20, 0, 0, 0, 0
176, 20181101, 003030, 01.11.2018, 00:30:30, 0, 0, 0, 0
177, 20181101, 003040, 01.11.2018, 00:30:40, 4, 266, 5, 303
178, 20181101, 003050, 01.11.2018, 00:30:50, 1, 209, 9, 212
179, 20181101, 003100, 01.11.2018, 00:31:00, 0, 0, 0, 0
180, 20181101, 003110, 01.11.2018, 00:31:10, 2, 225, 0, 0
181, 20181101, 003120, 01.11.2018, 00:31:20, 0, 0, 10, 394
182, 20181101, 003130, 01.11.2018, 00:31:30, 0, 0, 0, 0
183, 20181101, 003140, 01.11.2018, 00:31:40, 0, 0, 0, 0
184, 20181101, 003150, 01.11.2018, 00:31:50, 0, 0, 0, 0
185, 20181101, 003200, 01.11.2018, 00:32:00, 0, 0, 0, 0
186, 20181101, 003210, 01.11.2018, 00:32:10, 0, 0, 0, 0
187, 20181101, 003220, 01.11.2018, 00:32:20, 0, 0, 0, 0
188, 20181101, 003230, 01.11.2018, 00:32:30, 0, 0, 0, 0
189, 20181101, 003240, 01.11.2018, 00:32:40, 5, 298, 6, 344
190, 20181101, 003250, 01.11.2018, 00:32:50, 12, 1073, 0, 0
191, 20181101, 003300, 01.11.2018, 00:33:00, 4, 265, 3, 273
192, 20181101, 003310, 01.11.2018, 00:33:10, 8, 242, 8, 287
193, 20181101, 003320, 01.11.2018, 00:33:20, 0, 0, 1, 200
194, 20181101, 003330, 01.11.2018, 00:33:30, 0, 0, 0, 0
195, 20181101, 003340, 01.11.2018, 00:33:40, 0, 0, 5, 272
196, 20181101, 003350, 01.11.2018, 00:33:50, 0, 0, 1, 218
197, 20181101, 003400, 01.11.2018, 00:34:00, 6, 373, 6, 394
198, 20181101, 003410, 01.11.2018, 00:34:10, 2, 240, 0, 0
199, 20181101, 003420, 01.11.2018, 00:34:20, 0, 0, 7, 305
200, 20181101, 003430, 01.11.2018, 00:34:30, 0, 0, 0, 0
201, 20181101, 003440, 01.11.2018, 00:34:40, 0, 0, 2, 212
202, 20181101, 003450, 01.11.2018, 00:34:50, 2, 210, 3, 234
203, 20181101, 003500, 01.11.2018, 00:35:00, 0, 0, 0, 0
204, 20181101, 003510, 01.11.2018, 00:35:10, 4, 440, 0, 0
205, 20181101, 003520, 01.11.2018, 00:35:20, 0, 0, 0, 0
206, 20181101, 003530, 01.11.2018, 00:35:30, 0, 0, 0, 0
207, 20181101, 003540, 01.11.2018, 00:35:40, 0, 0, 0, 0
208, 20181101, 003550, 01.11.2018, 00:35:50, 0, 0, 0, 0
209, 20181101, 003600, 01.11.2018, 00:36:00, 0, 0, 0, 0
210, 20181101, 003610, 01.11.2018, 00:36:10, 0, 0, 19, 937
211, 20181101, 003620, 01.11.2018, 00:36:20, 0, 0, 0, 0
212, 20181101, 003630, 01.11.2018, 00:36:30, 1, 200, 0, 0
213, 20181101, 003640, 01.11.2018, 00:36:40, 15, 842, 0, 0
214, 20181101, 003650, 01.11.2018, 00:36:50, 3, 292, 3, 332
215, 20181101, 003700, 01.11.2018, 00:37:00, 0, 0, 0, 0
216, 20181101, 003710, 01.11.2018, 00:37:10, 0, 0, 0, 0
217, 20181101, 003720, 01.11.2018, 00:37:20, 0, 0, 0, 0
218, 20181101, 003730, 01.11.2018, 00:37:30, 3, 264, 1, 204
219, 20181101, 003740, 01.11.2018, 00:37:40, 4, 210, 8, 205
220, 20181101, 003750, 01.11.2018, 00:37:50, 5, 425, 2, 220
221, 20181101, 003800, 01.11.2018, 00:38:00, 0, 0, 2, 201
222, 20181101, 003810, 01.11.2018, 00:38:10, 0, 0, 4, 231
223, 20181101, 003820, 01.11.2018, 00:38:20, 0, 0, 0, 0
224, 20181101, 003830, 01.11.2018, 00:38:30, 0, 0, 0, 0
225, 20181101, 003840, 01.11.2018, 00:38:40, 0, 0, 0, 0
226, 20181101, 003850, 01.11.2018, 00:38:50, 0, 0, 1, 200
227, 20181101, 003900, 01.11.2018, 00:39:00, 6, 237, 7, 249
228, 20181101, 003910, 01.11.2018, 00:39:10, 0, 0, 0, 0
229, 20181101, 003920, 01.11.2018, 00:39:20, 6, 281, 4, 282
230, 20181101, 003930, 01.11.2018, 00:39:30, 0, 0, 0, 0
231, 20181101, 003940, 01.11.2018, 00:39:40, 0, 0, 0, 0
232, 20181101, 003950, 01.11.2018, 00:39:50, 4, 237, 15, 331
233, 20181101, 004000, 01.11.2018, 00:40:00, 0, 0, 0, 0
234, 20181101, 004010, 01.11.2018, 00:40:10, 2, 295, 0, 0
235, 20181101, 004020, 01.11.2018, 00:40:20, 2, 217, 1, 214
236, 20181101, 004030, 01.11.2018, 00:40:30, 0, 0, 0, 0
237, 20181101, 004040, 01.11.2018, 00:40:40, 3, 348, 0, 0
238, 20181101, 004050, 01.11.2018, 00:40:50, 1, 235, 0, 0
239, 20181101, 004100, 01.11.2018, 00:41:00, 0, 0, 0, 0
240, 20181101, 004110, 01.11.2018, 00:41:10, 2, 234, 0, 0
241, 20181101, 004120, 01.11.2018, 00:41:20, 5, 247, 4, 285
242, 20181101, 004130, 01.11.2018, 00:41:30, 11, 207, 10, 685
243, 20181101, 004140, 01.11.2018, 00:41:40, 0, 0, 0, 0
244, 20181101, 004150, 01.11.2018, 00:41:50, 0, 0, 0, 0
245, 20181101, 004200, 01.11.2018, 00:42:00, 0, 0, 0, 0
246, 20181101, 004210, 01.11.2018, 00:42:10, 0, 0, 0, 0
247, 20181101, 004220, 01.11.2018, 00:42:20, 0, 0, 0, 0
248, 20181101, 004230, 01.11.2018, 00:42:30, 0, 0, 0, 0
249, 20181101, 004240, 01.11.2018, 00:42:40, 0, 0, 0, 0
250, 20181101, 004250, 01.11.2018, 00:42:50, 0, 0, 0, 0
251, 20181101, 004300, 01.11.2018, 00:43:00, 0, 0, 8, 701
252, 20181101, 004310, 01.11.2018, 00:43:10, 0, 0, 0, 0
253, 20181101, 004320, 01.11.2018, 00:43:20, 0, 0, 0, 0
254, 20181101, 004330, 01.11.2018, 00:43:30, 0, 0, 14, 280
255, 20181101, 004340, 01.11.2018, 00:43:40, 0, 0, 0, 0
256, 20181101, 004350, 01.11.2018, 00:43:50, 0, 0, 0, 0
257, 20181101, 004400, 01.11.2018, 00:44:00, 6, 324, 6, 334
258, 20181101, 004410, 01.11.2018, 00:44:10, 0, 0, 0, 0
259, 20181101, 004420, 01.11.2018, 00:44:20, 14, 1329, 9, 320
260, 20181101, 004430, 01.11.2018, 00:44:30, 0, 0, 0, 0
261, 20181101, 004440, 01.11.2018, 00:44:40, 0, 0, 2, 209
262, 20181101, 004450, 01.11.2018, 00:44:50, 2, 214, 8, 236
263, 20181101, 004500, 01.11.2018, 00:45:00, 2, 243, 3, 205
264, 20181101, 004510, 01.11.2018, 00:45:10, 1, 241, 7, 524
265, 20181101, 004520, 01.11.2018, 00:45:20, 0, 0, 0, 0
266, 20181101, 004530, 01.11.2018, 00:45:30, 5, 283, 5, 285
267, 20181101, 004540, 01.11.2018, 00:45:40, 0, 0, 0, 0
268, 20181101, 004550, 01.11.2018, 00:45:50, 3, 245, 2, 226
269, 20181101, 004600, 01.11.2018, 00:46:00, 0, 0, 3, 228
270, 20181101, 004610, 01.11.2018, 00:46:10, 2, 229, 0, 0
271, 20181101, 004620, 01.11.2018, 00:46:20, 0, 0, 2, 264
272, 20181101, 004630, 01.11.2018, 00:46:30, 0, 0, 0, 0
273, 20181101, 004640, 01.11.2018, 00:46:40, 0, 0, 0, 0
274, 20181101, 004650, 01.11.2018, 00:46:50, 3, 246, 4, 271
275, 20181101, 004700, 01.11.2018, 00:47:00, 0, 0, 0, 0
276, 20181101, 004710, 01.11.2018, 00:47:10, 0, 0, 0, 0
277, 20181101, 004720, 01.11.2018, 00:47:20, 0, 0, 0, 0
278, 20181101, 004730, 01.11.2018, 00:47:30, 13, 235, 10, 228
279, 20181101, 004740, 01.11.2018, 00:47:40, 0, 0, 0, 0
280, 20181101, 004750, 01.11.2018, 00:47:50, 0, 0, 0, 0
281, 20181101, 004800, 01.11.2018, 00:48:00, 0, 0, 1, 206
282, 20181101, 004810, 01.11.2018, 00:48:10, 0, 0, 0, 0
283, 20181101, 004820, 01.11.2018, 00:48:20, 3, 256, 8, 412
284, 20181101, 004830, 01.11.2018, 00:48:30, 0, 0, 6, 321
285, 20181101, 004840, 01.11.2018, 00:48:40, 1, 208, 5, 213
286, 20181101, 004850, 01.11.2018, 00:48:50, 0, 0, 0, 0
287, 20181101, 004900, 01.11.2018, 00:49:00, 4, 335, 4, 355
288, 20181101, 004910, 01.11.2018, 00:49:10, 0, 0, 0, 0
289, 20181101, 004920, 01.11.2018, 00:49:20, 1, 205, 2, 201
290, 20181101, 004930, 01.11.2018, 00:49:30, 2, 209, 0, 0
291, 20181101, 004940, 01.11.2018, 00:49:40, 0, 0, 6, 364
292, 20181101, 004950, 01.11.2018, 00:49:50, 0, 0, 0, 0
293, 20181101, 005000, 01.11.2018, 00:50:00, 0, 0, 0, 0
294, 20181101, 005010, 01.11.2018, 00:50:10, 0, 0, 1, 231
295, 20181101, 005020, 01.11.2018, 00:50:20, 0, 0, 0, 0
296, 20181101, 005030, 01.11.2018, 00:50:30, 8, 512, 8, 558
297, 20181101, 005040, 01.11.2018, 00:50:40, 4, 224, 9, 221
298, 20181101, 005050, 01.11.2018, 00:50:50, 0, 0, 0, 0
299, 20181101, 005100, 01.11.2018, 00:51:00, 8, 329, 10, 350
300, 20181101, 005110, 01.11.2018, 00:51:10, 3, 316, 6, 326
301, 20181101, 005120, 01.11.2018, 00:51:20, 0, 0, 0, 0
302, 20181101, 005130, 01.11.2018, 00:51:30, 3, 223, 5, 242
303, 20181101, 005140, 01.11.2018, 00:51:40, 3, 235, 3, 200
304, 20181101, 005150, 01.11.2018, 00:51:50, 0, 0, 0, 0
305, 20181101, 005200, 01.11.2018, 00:52:00, 1, 208, 0, 0
306, 20181101, 005210, 01.11.2018, 00:52:10, 1, 207, 4, 237
307, 20181101, 005220, 01.11.2018, 00:52:20, 0, 0, 0, 0
308, 20181101, 005230, 01.11.2018, 00:52:30, 0, 0, 2, 228
309, 20181101, 005240, 01.11.2018, 00:52:40, 0, 0, 0, 0
310, 20181101, 005250, 01.11.2018, 00:52:50, 0, 0, 1, 254
311, 20181101, 005300, 01.11.2018, 00:53:00, 0, 0, 3, 214
312, 20181101, 005310, 01.11.2018, 00:53:10, 0, 0, 0, 0
313, 20181101, 005320, 01.11.2018, 00:53:20, 1, 213, 4, 222
314, 20181101, 005330, 01.11.2018, 00:53:30, 2, 216, 0, 0
315, 20181101, 005340, 01.11.2018, 00:53:40, 2, 230, 5, 241
316, 20181101, 005350, 01.11.2018, 00:53:50, 0, 0, 0, 0
317, 20181101, 005400, 01.11.2018, 00:54:00, 0, 0, 0, 0
318, 20181101, 005410, 01.11.2018, 00:54:10, 0, 0, 5, 277
319, 20181101, 005420, 01.11.2018, 00:54:20, 8, 242, 3, 239
320, 20181101, 005430, 01.11.2018, 00:54:30, 0, 0, 4, 256
321, 20181101, 005440, 01.11.2018, 00:54:40, 0, 0, 3, 342
322, 20181101, 005450, 01.11.2018, 00:54:50, 0, 0, 1, 202
323, 20181101, 005500, 01.11.2018, 00:55:00, 12, 234, 11, 216
324, 20181101, 005510, 01.11.2018, 00:55:10, 0, 0, 0, 0
325, 20181101, 005520, 01.11.2018, 00:55:20, 0, 0, 16, 230
326, 20181101, 005530, 01.11.2018, 00:55:30, 0, 0, 0, 0
327, 20181101, 005540, 01.11.2018, 00:55:40, 0, 0, 0, 0
328, 20181101, 005550, 01.11.2018, 00:55:50, 2, 320, 9, 380
329, 20181101, 005600, 01.11.2018, 00:56:00, 0, 0, 0, 0
330, 20181101, 005610, 01.11.2018, 00:56:10, 6, 328, 10, 241
331, 20181101, 005620, 01.11.2018, 00:56:20, 7, 292, 3, 291
332, 20181101, 005630, 01.11.2018, 00:56:30, 0, 0, 2, 214
333, 20181101, 005640, 01.11.2018, 00:56:40, 0, 0, 1, 215
334, 20181101, 005650, 01.11.2018, 00:56:50, 0, 0, 0, 0
335, 20181101, 005700, 01.11.2018, 00:57:00, 7, 347, 8, 210
336, 20181101, 005710, 01.11.2018, 00:57:10, 0, 0, 4, 275
337, 20181101, 005720, 01.11.2018, 00:57:20, 0, 0, 0, 0
338, 20181101, 005730, 01.11.2018, 00:57:30, 0, 0, 9, 356
339, 20181101, 005740, 01.11.2018, 00:57:40, 0, 0, 0, 0
340, 20181101, 005750, 01.11.2018, 00:57:50, 1, 203, 1, 211
341, 20181101, 005800, 01.11.2018, 00:58:00, 0, 0, 3, 223
342, 20181101, 005810, 01.11.2018, 00:58:10, 0, 0, 0, 0
343, 20181101, 005820, 01.11.2018, 00:58:20, 1, 201, 0, 0
344, 20181101, 005830, 01.11.2018, 00:58:30, 1, 239, 6, 242
345, 20181101, 005840, 01.11.2018, 00:58:40, 7, 318, 5, 307
346, 20181101, 005850, 01.11.2018, 00:58:50, 0, 0, 0, 0
347, 20181101, 005900, 01.11.2018, 00:59:00, 10, 386, 5, 286
348, 20181101, 005910, 01.11.2018, 00:59:10, 8, 325, 8, 367
349, 20181101, 005920, 01.11.2018, 00:59:20, 8, 265, 5, 225
350, 20181101, 005930, 01.11.2018, 00:59:30, 8, 434, 7, 435
351, 20181101, 005940, 01.11.2018, 00:59:40, 0, 0, 0, 0
352, 20181101, 005950, 01.11.2018, 00:59:50, 2, 229, 1, 221
353, 20181101, 010000, 01.11.2018, 01:00:00, 14, 280, 17, 320
354, 20181101, 010010, 01.11.2018, 01:00:10, 12, 347, 21, 372
355, 20181101, 010020, 01.11.2018, 01:00:20, 4, 294, 5, 340
356, 20181101, 010030, 01.11.2018, 01:00:30, 0, 0, 0, 0
357, 20181101, 010040, 01.11.2018, 01:00:40, 3, 277, 13, 228
358, 20181101, 010050, 01.11.2018, 01:00:50, 5, 217, 7, 237
359, 20181101, 010100, 01.11.2018, 01:01:00, 0, 0, 2, 212
360, 20181101, 010110, 01.11.2018, 01:01:10, 1, 232, 1, 237
361, 20181101, 010120, 01.11.2018, 01:01:20, 7, 212, 19, 298
362, 20181101, 010130, 01.11.2018, 01:01:30, 0, 0, 8, 214
363, 20181101, 010140, 01.11.2018, 01:01:40, 2, 205, 2, 217
364, 20181101, 010150, 01.11.2018, 01:01:50, 0, 0, 7, 301
365, 20181101, 010200, 01.11.2018, 01:02:00, 0, 0, 0, 0
